TIME,Cyclist,M/Cycle,Car,Taxi,Van,OGV1,OGV2,CDB,BEB,OB,TOT,PCU,Route
18:45,0,0,3,0,0,0,0,0,0,0,3,3,C => D
7:00,0,0,0,0,0,0,0,0,0,0,0,0,D => A
7:15,0,0,0,0,0,0,0,0,0,0,0,0,D => A
7:30,0,0,4,0,1,0,0,0,0,0,5,5,D => A
7:45,1,0,5,0,1,0,0,0,0,0,7,6.1,D => A
8:00,0,0,7,0,0,0,0,0,0,0,7,7,D => A
8:15,0,0,7,0,1,0,0,0,0,0,8,8,D => A
8:30,1,0,12,0,1,0,0,0,0,0,14,13.1,D => A
8:45,1,0,8,1,1,0,0,0,0,0,11,10.1,D => A
9:00,2,0,7,0,1,1,0,0,0,0,11,9.7,D => A
9:15,1,0,5,0,0,0,0,0,0,0,6,5.1,D => A
9:30,4,0,4,2,0,0,0,0,0,0,10,6.4,D => A
9:45,1,0,4,1,1,0,0,0,0,0,7,6.1,D => A
10:00,0,0,4,0,1,0,0,0,0,0,5,5,D => A
10:15,1,0,3,1,1,0,0,0,0,0,6,5.1,D => A
10:30,0,0,1,0,2,0,0,0,0,0,3,3,D => A
10:45,0,0,3,0,2,0,0,0,0,0,5,5,D => A
11:00,0,0,1,0,0,0,0,0,0,0,1,1,D => A
11:15,1,0,0,0,1,0,0,0,0,0,2,1.1,D => A
11:30,0,0,1,0,2,0,0,0,0,0,3,3,D => A
11:45,0,0,1,0,0,0,0,0,0,0,1,1,D => A
12:00,0,0,1,1,1,0,0,0,0,0,3,3,D => A
12:15,0,0,1,0,3,0,0,0,0,0,4,4,D => A
12:30,1,0,4,0,1,0,0,0,0,0,6,5.1,D => A
12:45,0,0,1,1,0,0,0,0,0,0,2,2,D => A
13:00,0,0,2,0,1,0,0,0,0,0,3,3,D => A
13:15,0,0,5,0,2,0,0,0,0,0,7,7,D => A
13:30,1,0,7,0,1,0,0,0,0,0,9,8.1,D => A
13:45,0,0,6,0,0,0,0,0,0,0,6,6,D => A
14:00,1,0,3,0,0,0,0,0,0,0,4,3.1,D => A
14:15,0,0,3,0,1,0,0,0,0,0,4,4,D => A
14:30,0,0,1,0,0,0,0,0,0,0,1,1,D => A
14:45,0,0,3,0,0,0,0,0,0,0,3,3,D => A
15:00,0,0,2,0,0,0,0,0,0,0,2,2,D => A
15:15,0,0,2,0,1,0,0,0,0,0,3,3,D => A
15:30,0,0,1,0,1,0,0,0,0,0,2,2,D => A
15:45,0,0,0,0,0,0,0,0,0,0,0,0,D => A
16:00,0,0,1,0,0,0,0,0,0,0,1,1,D => A
16:15,0,0,1,0,0,0,0,0,0,0,1,1,D => A
16:30,0,0,0,0,2,0,0,0,0,0,2,2,D => A
16:45,0,0,3,0,1,0,0,0,0,0,4,4,D => A
17:00,0,0,0,1,0,0,0,0,0,0,1,1,D => A
17:15,1,0,0,0,1,0,0,0,0,0,2,1.1,D => A
17:30,1,0,1,0,0,0,0,0,0,0,2,1.1,D => A
17:45,0,0,1,0,0,0,0,0,0,0,1,1,D => A
18:00,0,0,1,0,0,0,0,0,0,0,1,1,D => A
18:15,1,0,2,0,0,0,0,0,0,0,3,2.1,D => A
18:30,0,0,1,0,0,0,0,0,0,0,1,1,D => A
18:45,0,0,1,0,0,0,0,0,0,0,1,1,D => A
7:00,0,0,4,0,0,0,0,0,0,0,4,4,D => B
7:15,1,0,8,0,2,1,0,0,1,0,13,13.6,D => B
7:30,0,0,14,0,1,1,0,0,0,0,16,16.5,D => B
7:45,0,0,7,0,3,0,0,0,0,0,10,10,D => B
8:00,0,0,13,0,2,2,1,0,0,0,18,20.3,D => B
8:15,1,0,21,0,4,0,0,0,0,0,26,25.1,D => B
8:30,0,0,18,0,3,1,0,0,0,0,22,22.5,D => B
8:45,0,0,34,0,4,1,0,0,0,0,39,39.5,D => B
9:00,1,0,25,0,2,2,0,0,0,0,30,30.1,D => B
9:15,0,0,15,0,0,2,0,0,0,1,18,20,D => B
9:30,0,0,14,0,4,0,0,0,0,1,19,20,D => B
9:45,0,0,25,2,1,0,0,0,0,0,28,28,D => B
10:00,1,0,12,1,2,1,1,0,0,0,18,18.9,D => B
10:15,0,0,17,2,2,0,0,0,0,1,22,23,D => B
10:30,0,0,16,1,1,0,0,0,0,0,18,18,D => B
10:45,0,0,22,0,5,0,0,0,0,0,27,27,D => B
11:00,1,0,22,1,1,0,0,0,0,0,25,24.1,D => B
11:15,0,0,19,0,4,1,0,0,1,0,25,26.5,D => B
11:30,0,0,30,1,2,2,0,0,0,1,36,38,D => B
11:45,2,0,24,1,3,1,0,0,0,0,31,29.7,D => B
12:00,0,0,26,1,4,2,1,0,0,0,34,36.3,D => B
12:15,0,0,29,0,1,0,0,0,0,1,31,32,D => B
12:30,0,0,42,0,3,0,0,0,0,0,45,45,D => B
12:45,1,0,43,0,3,1,0,0,0,0,48,47.6,D => B
13:00,1,0,42,2,6,0,0,0,0,0,51,50.1,D => B
13:15,1,0,31,2,3,0,0,0,1,0,38,38.1,D => B
13:30,1,0,27,1,3,1,0,0,0,0,33,32.6,D => B
13:45,1,0,39,4,3,1,0,0,0,1,49,49.6,D => B
14:00,1,0,37,0,2,0,0,0,0,0,40,39.1,D => B
14:15,0,0,37,3,0,0,0,0,0,0,40,40,D => B
14:30,0,0,35,0,3,0,0,0,0,1,39,40,D => B
14:45,1,0,41,0,4,1,0,0,0,0,47,46.6,D => B
15:00,1,0,35,1,2,0,0,0,0,0,39,38.1,D => B
15:15,0,0,38,0,4,0,0,0,0,0,42,42,D => B
15:30,3,0,42,0,3,0,0,0,0,0,48,45.3,D => B
15:45,1,1,46,0,3,0,0,0,0,0,51,49.5,D => B
16:00,2,0,61,0,5,1,0,0,0,0,69,67.7,D => B
16:15,0,0,79,1,5,1,0,0,0,1,87,88.5,D => B
16:30,2,0,78,1,11,0,0,0,0,1,93,92.2,D => B
16:45,1,0,82,0,6,1,0,0,0,0,90,89.6,D => B
17:00,2,0,101,0,6,0,0,0,0,0,109,107.2,D => B
17:15,4,0,107,0,7,0,0,0,0,0,118,114.4,D => B
17:30,5,0,84,0,8,0,0,0,1,0,98,94.5,D => B
17:45,2,0,106,0,7,0,0,0,0,1,116,115.2,D => B
18:00,5,0,92,0,10,1,0,0,0,0,108,104,D => B
18:15,2,0,98,0,5,0,0,0,0,0,105,103.2,D => B
18:30,5,0,88,0,3,0,0,0,1,0,97,93.5,D => B
18:45,4,0,31,0,3,0,0,0,0,0,38,34.4,D => B
7:00,0,0,0,0,0,0,0,0,0,0,0,0,D => C
7:15,0,0,0,0,0,0,0,0,1,0,1,2,D => C
7:30,1,0,5,0,1,0,0,0,0,0,7,6.1,D => C
7:45,0,0,3,0,1,0,0,0,0,0,4,4,D => C
8:00,0,0,8,0,0,0,0,0,0,0,8,8,D => C
8:15,0,0,4,0,0,0,0,0,0,0,4,4,D => C
8:30,0,0,6,0,0,1,0,0,1,0,8,9.5,D => C
8:45,0,0,8,0,1,0,0,0,0,0,9,9,D => C
9:00,1,0,5,1,0,0,0,0,0,0,7,6.1,D => C
9:15,0,0,11,1,4,0,0,0,1,0,17,18,D => C
9:30,0,0,10,2,0,0,0,0,0,0,12,12,D => C
9:45,0,0,9,1,0,0,0,0,0,0,10,10,D => C
10:00,0,0,14,0,0,1,0,0,0,0,15,15.5,D => C
10:15,0,0,4,0,0,0,0,1,1,0,6,8,D => C
10:30,1,0,8,0,1,0,0,0,0,1,11,11.1,D => C
10:45,0,0,12,0,0,0,0,0,0,0,12,12,D => C
11:00,0,0,7,0,1,0,0,0,0,0,8,8,D => C
11:15,0,0,9,0,0,0,0,0,1,0,10,11,D => C
11:30,0,0,4,1,0,0,0,0,0,0,5,5,D => C
11:45,0,0,5,1,0,0,0,0,0,0,6,6,D => C
12:00,0,0,10,0,0,0,0,0,0,0,10,10,D => C
12:15,0,0,9,2,0,0,0,0,0,0,11,11,D => C
12:30,0,0,8,0,0,0,0,0,1,0,9,10,D => C
12:45,1,0,9,0,1,0,0,0,0,0,11,10.1,D => C
13:00,1,0,8,0,1,0,0,0,0,0,10,9.1,D => C
13:15,0,0,15,0,0,0,0,0,1,0,16,17,D => C
13:30,0,0,7,0,1,0,0,0,0,0,8,8,D => C
13:45,0,0,16,1,1,0,0,0,0,0,18,18,D => C
14:00,0,0,15,1,1,0,0,1,0,0,18,19,D => C
14:15,0,0,7,1,0,0,0,0,1,0,9,10,D => C
14:30,0,0,3,4,1,0,0,0,0,0,8,8,D => C
14:45,0,0,5,0,0,0,0,0,0,0,5,5,D => C
15:00,1,0,16,1,2,0,0,0,0,0,20,19.1,D => C
15:15,0,0,10,0,1,0,0,0,1,0,12,13,D => C
15:30,2,0,8,1,1,0,0,0,0,0,12,10.2,D => C
15:45,1,0,12,2,1,0,0,0,0,0,16,15.1,D => C
16:00,2,0,21,0,0,0,0,0,0,0,23,21.2,D => C
16:15,1,0,20,0,2,0,0,0,0,0,23,22.1,D => C
16:30,1,0,23,0,0,0,0,0,1,0,25,25.1,D => C
16:45,0,0,21,0,0,0,0,0,0,0,21,21,D => C
17:00,1,0,15,1,0,0,0,0,0,0,17,16.1,D => C
17:15,4,0,21,0,2,0,0,0,0,0,27,23.4,D => C
17:30,1,0,18,0,0,0,0,0,1,0,20,20.1,D => C
17:45,3,0,24,0,0,0,0,0,0,0,27,24.3,D => C
18:00,2,0,18,0,1,0,0,0,0,0,21,19.2,D => C
18:15,1,0,19,0,0,0,0,0,0,0,20,19.1,D => C
18:30,0,0,15,0,1,0,0,1,1,0,18,20,D => C
18:45,0,0,8,0,1,0,0,0,0,0,9,9,D => C
7:00,0,0,0,0,0,0,0,0,0,0,0,0,D => D
7:15,0,0,0,0,0,0,0,0,0,0,0,0,D => D
7:30,0,0,0,0,0,0,0,0,0,0,0,0,D => D
7:45,0,0,0,0,0,0,0,0,0,0,0,0,D => D
8:00,0,0,0,0,0,0,0,0,0,0,0,0,D => D
8:15,0,0,0,0,0,0,0,0,0,0,0,0,D => D
8:30,0,0,0,0,0,0,0,0,0,0,0,0,D => D
8:45,0,0,0,0,0,0,0,0,0,0,0,0,D => D
9:00,0,0,0,0,0,0,0,0,0,0,0,0,D => D
9:15,0,0,0,0,0,0,0,0,0,0,0,0,D => D
9:30,0,0,0,0,0,0,0,0,0,0,0,0,D => D
9:45,0,0,0,0,0,0,0,0,0,0,0,0,D => D
10:00,0,0,0,0,0,0,0,0,0,0,0,0,D => D
10:15,0,0,0,0,0,0,0,0,0,0,0,0,D => D
10:30,0,0,0,0,0,0,0,0,0,0,0,0,D => D
10:45,0,0,0,0,0,0,0,0,0,0,0,0,D => D
11:00,0,0,0,0,0,0,0,0,0,0,0,0,D => D
11:15,0,0,0,0,0,0,0,0,0,0,0,0,D => D
11:30,0,0,0,0,0,0,0,0,0,0,0,0,D => D
11:45,0,0,0,0,0,0,0,0,0,0,0,0,D => D
12:00,0,0,0,0,0,0,0,0,0,0,0,0,D => D
12:15,0,0,0,0,0,0,0,0,0,0,0,0,D => D
12:30,0,0,0,0,0,0,0,0,0,0,0,0,D => D
12:45,0,0,0,0,0,0,0,0,0,0,0,0,D => D
13:00,0,0,0,0,0,0,0,0,0,0,0,0,D => D
13:15,0,0,0,0,0,0,0,0,0,0,0,0,D => D
13:30,0,0,0,0,0,0,0,0,0,0,0,0,D => D
13:45,0,0,0,0,0,0,0,0,0,0,0,0,D => D
14:00,0,0,0,0,0,0,0,0,0,0,0,0,D => D
14:15,0,0,0,0,0,0,0,0,0,0,0,0,D => D
14:30,0,0,0,0,0,0,0,0,0,0,0,0,D => D
14:45,0,0,0,0,0,0,0,0,0,0,0,0,D => D
15:00,0,0,0,0,0,0,0,0,0,0,0,0,D => D
15:15,0,0,0,0,0,0,0,0,0,0,0,0,D => D
15:30,0,0,0,0,0,0,0,0,0,0,0,0,D => D
15:45,0,0,0,0,0,0,0,0,0,0,0,0,D => D
16:00,0,0,0,0,0,0,0,0,0,0,0,0,D => D
16:15,0,0,0,0,0,0,0,0,0,0,0,0,D => D
16:30,0,0,0,0,0,0,0,0,0,0,0,0,D => D
16:45,0,0,0,0,0,0,0,0,0,0,0,0,D => D
17:00,0,0,0,0,0,0,0,0,0,0,0,0,D => D
17:15,0,0,0,0,0,0,0,0,0,0,0,0,D => D
17:30,0,0,0,0,0,0,0,0,0,0,0,0,D => D
17:45,0,0,0,0,0,0,0,0,0,0,0,0,D => D
18:00,0,0,0,0,0,0,0,0,0,0,0,0,D => D
18:15,0,0,0,0,0,0,0,0,0,0,0,0,D => D
18:30,0,0,0,0,0,0,0,0,0,0,0,0,D => D
18:45,0,0,0,0,0,0,0,0,0,0,0,0,D => D
